,R_LH,R_LH0,R_ROD,R_ON,R_FH,R_ONFH,R_M,R_SLH,LH0_ON,LH0_FH,LH0_ONFH,LH0_M,LH0_SLH,LH0_ROD,ON_FH,ON_ONFH,ON_M,ON_SLH,ON_ROD,FH_ONFH,FH_M,FH_SLH,FH_ROD,ONFH_M,ONFH_SLH,ONFH_ROD,M_SLH,M_ROD,SLH_ROD
1515,1.250261885,-0.459134216,-0.447535423,-1.196799202,0.127243862,-0.999245637,0.604918539,-0.479582899,3,2,3,2,3,3,2,3,2,3,3,1,0,1,1,2,3,3,1,1,3
1516,0.045805151,1.250261885,0.617534255,1.662655823,0.490374141,1.705878952,-1.010807528,0.070267795,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,2,0
1517,-1.078538927,0.044059041,-0.443682576,-0.904571547,-0.243542395,-0.898025629,0.066770898,0.776642839,1,1,1,0,0,1,3,3,2,2,3,3,2,2,3,2,2,3,0,1,1
1518,-1.076979971,-1.078538927,0.808886603,-0.059779509,1.506760899,0.916452964,0.599690387,-1.049353808,3,2,2,2,3,2,2,2,2,3,2,0,0,1,0,0,1,0,1,0,2
1519,-1.894888555,-1.076979971,-0.49628435,-0.844483207,0.904571547,-0.218460559,-0.581002614,0.317951244,3,2,3,3,2,3,2,3,3,2,3,1,1,0,1,3,2,3,2,3,1
1520,1.459607228,-1.894888555,-0.30787591,0.114065584,-0.748645366,-0.366039741,-0.475672683,1.099048998,2,3,3,3,2,3,1,1,1,0,1,3,3,2,3,3,2,3,2,3,1
1521,0.60911299,1.459607228,-0.827167795,0.291455657,0.628122871,0.628122871,-1.328345417,-0.181088842,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,3,3,3
1522,-0.944693086,0.60701443,-1.099048998,-0.711078664,0.550297238,-0.310620587,-1.293337882,0.593438154,1,0,1,1,0,1,2,3,3,2,3,1,1,0,1,3,2,3,2,3,1
1523,1.218499805,-0.946056648,0.055411396,0.01613592,-0.008285748,0.051917671,-0.104414218,0.223823145,2,3,2,3,2,2,1,0,1,0,0,2,3,2,2,1,0,0,2,2,0
1524,0.754429256,1.218499805,1.177390535,0.840751566,0.209536778,0.834558037,0.939256309,0.411190985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,0.182862313,0.753270463,-0.124606512,0.317951244,-0.166036731,0.197960648,-0.173115183,-0.78018526,0,1,0,1,1,1,1,0,1,1,1,2,3,3,3,1,1,1,3,3,3
